content_id,content_type,content_text,question_id,content_url,title,desc,created_time,updated_time,voteup_count,comment_count,user_id,user_link,user_nickname,user_avatar,user_url_token,source_keyword,last_modify_ts
1985289233192210686,pin,每年都会出现的离谱事故，直接看这个回答就好！「奔驰定速巡航失控，车速 120 狂奔近 1 小时，终由客服后台操控停下」的新闻是否属实？怎么回事？,,https://www.zhihu.com/pin/1985289233192210686?native=0&scene=pin_moments,,"每年都会出现的离谱事故，直接看这个回答就好！「奔驰定速巡航失控，车速 120 狂奔近 1 小时，终由客服后台操控停下」的新闻是否属实？怎么回事？
",1766109867,1766109867,2,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652864
1982371491698974773,pin,"#27.99万起岚图追光L压轴上市  双拼色意味着豪华与旗舰，追光L的气场完全能hold住。一些产品技术特点：- 三电：全域800V插混、5C超充与63kWh、纯电续航410km、20%至80%电量快充仅需12分钟。- 油耗：CLTC馈电油耗4.9L/100km。- 尺寸：5125/1985/1522mm，轴距达3010mm- 安全：2000Mpa一体式加强门环设计、2000Mpa热成型车门防撞梁、华为乾崑智驾ADS4的全维防碰撞系统CAS4.0。#30万级豪华轿车首选岚图追光L

[图片] https://pic4.zhimg.com/100/v2-ce9cb3fe43b247a7ec85fa51fbb9865b_1440w.jpg, https://pic2.zhimg.com/100/v2-057506bc366e11cbde418f8e0574d9e9_1440w.jpg, https://pica.zhimg.com/100/v2-bf0e3cd04f1202cefc2e7336f621b6e8_1440w.jpg, https://pic4.zhimg.com/100/v2-74d34f2efd87cf35206da37f550a69ef_1440w.jpg, https://picx.zhimg.com/100/v2-27c5ff40dc80c27166406007018e8901_1440w.jpg, https://pic2.zhimg.com/100/v2-6bdb8350ce41a90b122f384ad4eaf6b7_1440w.jpg, https://pic2.zhimg.com/100/v2-b778f908d9effcabebbd44523206a447_1440w.jpg, https://pica.zhimg.com/100/v2-65de5d4cb63de551f181a0755ed060b2_1440w.jpg, https://pic2.zhimg.com/100/v2-a427e497277162b499ee1fab7d88b861_1440w.jpg",,https://www.zhihu.com/pin/1982371491698974773?native=0&scene=pin_moments,,#27.99万起岚图追光L压轴上市  双拼色意味着豪华与旗舰，追光L的气场完全能hold住。一些产品技术特点：- 三电：全域800V插混、5C超充与63kWh、纯电续航410km、20%至80%电量快充仅需12分钟。- 油耗：CLTC馈电油耗4.9L/100km。- 尺寸：5125/1985/1522mm，轴距达3010mm- 安全：2000Mpa一体式加强门环设计、2000Mpa热成型车门防撞梁,1765414247,1765414247,0,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652865
1982349235555938836,pin,"#27.99万起岚图追光L压轴上市  版型只有2个，少意味着好记好传播。Max版27.99万元、Ultra版30.99万元，还有终身质保等五项权益。追光L是岚图三旗舰矩阵的最后一块拼图，在2025年全部拼齐。#30万级豪华轿车首选岚图追光L

[图片] https://pic4.zhimg.com/100/v2-6ff5d56a57e91308c4551099751162cf_1440w.jpg, https://pica.zhimg.com/100/v2-e47279600c9852af2505bcac18cf1a1a_1440w.jpg",,https://www.zhihu.com/pin/1982349235555938836?native=0&scene=pin_moments,,"#27.99万起岚图追光L压轴上市  版型只有2个，少意味着好记好传播。Max版27.99万元、Ultra版30.99万元，还有终身质保等五项权益。追光L是岚图三旗舰矩阵的最后一块拼图，在2025年全部拼齐。#30万级豪华轿车首选岚图追光L

[图片] https://pic4.zhimg.com/100/v2-6ff5d56a57e91308c4551099751162cf_1440w.jpg,",1765408968,1765408968,0,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652866
1977851660480038699,pin,"2025广州车展的前一天，有一个广泛关注的焦点，是华为在汽车行业的新布局启幕了全新的“境”系列，而华为第一境就是启境。“境”在“界”之外，那它俩有何不同？要理解这一点，我们需要回顾一下这几年，华为的乾崑ADS 4、鸿蒙座舱、途灵平台等技术确实好用，由此带来了巨在的力量，让问界M9、享界S9T都取得了历史性的成功。华为不造车，但已经成为汽车行业不可忽视的力量。本次车展之前，它的边界就是五界+供应商赋能(岚图、阿维塔等)。边界之内，华为主要作为供应商出现，在一些品牌合作中，华为也可能延伸至营销销售环节，但总体来说还是华为和车企双方各出一块，双方优势互补组合起来。本来以为这就是最终格局了，没想到这次来了这么大的动作：“境”不只是一个新车型，也不只是一个新客户，而是以启境为起点，开辟全新的“境”系列合作模式。与传统的供应商模式不同，境是从根基出发，以智能为基因，从原点开始思考智能时代的车本身应该长成什么样。某种意义上来说，这是再次开启了一个“智能化的新起点”。除了“根”，启境直接把华为的IPD集成产品开发和IPMS集成产品营销体系，嵌入整车开发流程，这可以认为也有了华为的“神经系统”。有了根有了神经系统，这意味着，启境把造车这件从“供应关系”转变成了“体系共创”。这种体系共创试图融合双方的强处，华为方面包括乾崑ADS 4、鸿蒙座舱、途灵平台等先进技术，传统造车企业则提供成熟高效的制造体系和成熟的质量控制。也许多年之后回过头来看，汽车历史也许会这么书写：德国发明汽车、美国发明流水线、日本发明精益生产、中国开启智能化，它们在不同的历史时期都推动了汽车行业的车轮。境系列不只一个，为啥最先推出的是启境？ 其实从名字就能看出来，启这个本身就是开启、启动、启示的含义在里面：启是方法的重启；境是边界的扩张，启境就是推出一道新的大门。如果你关注节奏，会发现启境推进得异常快。快到让行业都觉得惊讶，让大家觉得启境像是突然冒出来的一样，这依赖于体系双方的巨大决心与执行力。而这种态度，很容易让人想到华为内部那种典型的节奏：克制的时候极克制，决断的时候极决断。某种意义上，这股任式逻辑，也在启境身上延续着。预计首款车很快会亮相。品牌第一款车喜欢打高端，可能会给上最足的配置，比如乾崑智驾ADS 4可能就会给到四激光的版本，这么一来价格就要打到35万元左右了。根据目前的信息，启境的车型在追求舒适的同时，也会注重操控。这类产品的气质，也和五界的舒适家用路线，刚好构成了天然互补。不管怎么说，本来有点乏味的2025广州车展期间，正是由于启境的到来，给大家带来了一点兴奋的感觉。行业的每一次进化，都始于有人敢迈出那道“启”，也因此世界才会多出一个新的“境”。

[图片] https://pic4.zhimg.com/100/v2-f6432cd0424e954795f95df0735ec739_1440w.jpg, https://picx.zhimg.com/100/v2-0531bbb63dea5a58c707909c240ad19b_1440w.jpg, https://picx.zhimg.com/100/v2-2cc9d14ff5d224d1da5f87d993d9fe03_1440w.jpg, https://pic3.zhimg.com/100/v2-5bcf8f084794e88d143c020cd2143076_1440w.jpg",,https://www.zhihu.com/pin/1977851660480038699?native=0&scene=pin_moments,,2025广州车展的前一天，有一个广泛关注的焦点，是华为在汽车行业的新布局启幕了全新的“境”系列，而华为第一境就是启境。“境”在“界”之外，那它俩有何不同？要理解这一点，我们需要回顾一下这几年，华为的乾崑ADS 4、鸿蒙座舱、途灵平台等技术确实好用，由此带来了巨在的力量，让问界M9、享界S9T都取得了历史性的成功。华为不造车，但已经成为汽车行业不可忽视的力量。本次车展之前，它的边界就是五界+供应商赋,1764336607,1764336607,3,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652866
1977017498655274061,pin,"车展报道11： 比亚迪王朝网的车型很多，但在这次车展的发布还是有所重点，那就是高端系列的汉L和唐L推出新车色和OTA。汉L唐L共同推出橄榄绿全新车色，汉L额外加入西子蓝新色，全新车色开启全新潮范出行。同时还推出了超级置换补贴价。比较重要的是推出黑化运动套件，其重要性在于：选装之后可以明显将汉L和汉给区分出来。 #广州车展潮这看  #2025广州车展

[图片] https://pic3.zhimg.com/100/v2-34fef262bc07892cccad28a6ddbfd1d8_1440w.jpg, https://pic2.zhimg.com/100/v2-fe98047d516b5879c81a645fdaa2237b_1440w.jpg, https://pic2.zhimg.com/100/v2-e57cec88c9bce27a1ed6363ef5ffc00d_1440w.jpg, https://pic1.zhimg.com/100/v2-0b8d7be05e337648f57b219c4451a5bc_1440w.jpg",,https://www.zhihu.com/pin/1977017498655274061?native=0&scene=pin_moments,,"车展报道11： 比亚迪王朝网的车型很多，但在这次车展的发布还是有所重点，那就是高端系列的汉L和唐L推出新车色和OTA。汉L唐L共同推出橄榄绿全新车色，汉L额外加入西子蓝新色，全新车色开启全新潮范出行。同时还推出了超级置换补贴价。比较重要的是推出黑化运动套件，其重要性在于：选装之后可以明显将汉L和汉给区分出来。 #广州车展潮这看  #2025广州车展

[图片] https://pic3.zhimg",1764137750,1764137750,5,1,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652868
1976598960689918838,pin,"一汽集团战略投资卓驭科技36亿元，估值在百亿以上。这个融资数字比较大，毕竟这是战略投资，投资额不仅要依据融资方的需求，更要考虑投资方所希望占有的股比。卓驭比较知名的就是32TOPS算力+较少的感知传感器实现了城区NOA，这体现了技术高度。我认为，它之所以这么值钱，就在于它不仅有双目惯导这套较平价的方案，同时还有三目惯导方案【图2】、激目方案【图3】等。前面已经介绍了双目惯导方案，那什么是“惯导三目”呢？其实是在惯导双目的基础上，又加了一颗长焦单目摄像头。以一汽红旗的司南500为例，它加了一个8M像素，但这颗镜头的视场角只有30度——换句话说，它看的范围不宽，但看的非常远！这三颗眼睛分工很明确：- 双目主要负责近距离生成稠密的立体点云，用来精细还原车前环境；- 长焦单目就像是“远程望远镜”，专盯前方几百米之外的情况。它的加入，把系统的“远视力”直接拉满：- 普通障碍物的最远识别距离拉到300米，- 箭头灯和数字灯识别距离分别提升到239米和138米，- 上下匝道的检测距离也提升到了168米。这一改进，主要就是为了增强高速场景下的预判能力和行车安全。在惯导三目的支持下，司南500标准版不仅能实现高速NOA，也实现了“车位到车位”的城区NOA。从高速一路开到停车位，不再只是高配专属！激目方案则是在惯导双目的基础上加了一个激光雷达，在原本的基础上，又加上了一颗激光雷达。视觉感知的优势是“看得多”，也就是稠密；激光感知的优势是“看得准”，也就是精度高。 “稠密”负责铺开细节，“精准”负责标定关键点，二者融合，就能在“多”与“准”之间，找到一个最理想的平衡点。最近华为也发布了limera，也就是Lidar+Camera，信号从同一个镜头进去，激光雷达和摄像头共光学光路的系统，这样可以实现零时差、零位置差。这其实和卓驭的思路也有点像。 #卓驭科技

[图片] https://pic3.zhimg.com/100/v2-3ae39259bc6540c016c0a555c8383666_1440w.jpg, https://pic1.zhimg.com/100/v2-ba7a1bb70bdd529b2b012c399f381bf4_1440w.jpg, https://picx.zhimg.com/100/v2-63a94d7148ce39ef6a230a8974e4fab1_1440w.jpg, https://pic4.zhimg.com/100/v2-5e0d44aeaa24276fa23a4d8ca4e97cd1_1440w.jpg",,https://www.zhihu.com/pin/1976598960689918838?native=0&scene=pin_moments,,一汽集团战略投资卓驭科技36亿元，估值在百亿以上。这个融资数字比较大，毕竟这是战略投资，投资额不仅要依据融资方的需求，更要考虑投资方所希望占有的股比。卓驭比较知名的就是32TOPS算力+较少的感知传感器实现了城区NOA，这体现了技术高度。我认为，它之所以这么值钱，就在于它不仅有双目惯导这套较平价的方案，同时还有三目惯导方案【图2】、激目方案【图3】等。前面已经介绍了双目惯导方案，那什么是“惯导三目,1764037961,1764037961,2,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652869
1976594011503469158,pin,"最近智驾领域的一个大新闻，卓驭科技获得一汽集团战略投资36亿元，可以说是在大逃杀中成功上案了。那卓驭凭的是什么呢？恰好前一段时间 链接 前往柳州试驾了宝骏云海，当看到32TOPS算力实现城区NOA时，她非常惊讶！能做到这一点，一是因为卓驭一直坚持技术平权的理念，致力于以平价的硬件实现更高的功能，二是卓驭自研了双目惯导传感器，如图3所示。这个系统内置了IMU，也就是惯性导航单元。通俗点讲，它不是只靠“眼睛”看路，还装了一个能“感知身体动作的小脑袋”——有点像我们耳朵里的前庭系统，哪怕闭上眼，也知道自己是不是在转、在晃、在加速。这个IMU厉害在哪儿呢？第一，它能帮摄像头搞“时间同步”。平时我们人看东西，两个眼睛看到的是不同的画面，但大脑能自动把它们对齐——这也是为啥你不会看得头晕。摄像头没有大脑怎么办？IMU就来做这个“对齐器”，帮视觉系统把时间和动作对上拍，避免感知出错。第二，它能动态补偿姿态。比如车子上个大坡、来个大转弯，摄像头看到的画面突然歪了，那系统可能会误判。但IMU会说：“没事，这是我们自己在动，不是前面路塌了。”它就像是车的“方向感知器”，让系统知道“现在发生的是车动，不是世界出错”。再加上抗干扰强，还能结合视觉搞SLAM建图，这个惯导双目视觉系统确实挺硬核的。某种意义上来说，辅助驾驶系统研究深了，都会在硬件上下功夫。

[图片] https://pica.zhimg.com/100/v2-36f0ed2eeeeec6ad15426803aae6d342_1440w.jpg, https://pic4.zhimg.com/100/v2-5e0d44aeaa24276fa23a4d8ca4e97cd1_1440w.jpg, https://picx.zhimg.com/100/v2-fa86098b3f5463b0aa0f02abd523efed_1440w.jpg",,https://www.zhihu.com/pin/1976594011503469158?native=0&scene=pin_moments,,最近智驾领域的一个大新闻，卓驭科技获得一汽集团战略投资36亿元，可以说是在大逃杀中成功上案了。那卓驭凭的是什么呢？恰好前一段时间 链接 前往柳州试驾了宝骏云海，当看到32TOPS算力实现城区NOA时，她非常惊讶！能做到这一点，一是因为卓驭一直坚持技术平权的理念，致力于以平价的硬件实现更高的功能，二是卓驭自研了双目惯导传感器，如图3所示。这个系统内置了IMU，也就是惯性导航单元。通俗点讲，它不是只靠,1764036840,1764036840,1,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652870
1975946557883974544,pin,弗雷刘的演讲很精彩！,,https://www.zhihu.com/pin/1975946557883974544?native=0&scene=pin_moments,,"弗雷刘的演讲很精彩！
",1763882370,1763882370,1,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652871
1975646922330093502,pin,"车展报道10：仰望U9X刚刚创了两个纪录，底气很足。一是以6分59秒刷新纽北量产电车圈速纪录。二是创造了496.22km/h的极速成绩，刷新全球汽车极速纪录。U7同样也是走了技术赋能豪华进阶的路子，形象大使潘展乐也是既有实力又有颜值，他也来到了展台，吸引了很多粉丝到来。这阳光小伙确实很帅！ ​​​​

[图片] https://pic2.zhimg.com/100/v2-d2d536d413f571a2260918afd4634297_1440w.jpg, https://pic3.zhimg.com/100/v2-83a02c3a0873349cba2e5023ba60ee52_1440w.jpg",,https://www.zhihu.com/pin/1975646922330093502?native=0&scene=pin_moments,,"车展报道10：仰望U9X刚刚创了两个纪录，底气很足。一是以6分59秒刷新纽北量产电车圈速纪录。二是创造了496.22km/h的极速成绩，刷新全球汽车极速纪录。U7同样也是走了技术赋能豪华进阶的路子，形象大使潘展乐也是既有实力又有颜值，他也来到了展台，吸引了很多粉丝到来。这阳光小伙确实很帅！ ​​​​

[图片] https://pic2.zhimg.com/100/v2-d2d536d413f57",1763810974,1763810974,2,1,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652871
1975624172991448742,pin,"车展报道09： 腾势展出了N8L、D9、N9、Z9/Z9GT等车型。重点还是最新的N8L，主打安全之王和操控之王两个特征，力求在一众大三排新能源SUV中找到差异化。安全之王与操控之王共同落脚在易三方这个核心技术上，一旦能被普遍接受，那么将产生人无我有的优势，以科技重塑新豪华体验。D9即将迎来30万辆交付的里程碑。之前是新能源MPV的标杆，把gl8打了一个措手不及，如今新能源MPV来了很多强大的竞争对手。个人认为，D9也该到了换电的时候了。

[图片] https://pic1.zhimg.com/100/v2-cb8b1add68ed3a96990ee5bc9755f2c8_1440w.jpg, https://pic3.zhimg.com/100/v2-40b35f7b2d9e65ec190b21ebd1a72ea8_1440w.jpg, https://pica.zhimg.com/100/v2-4f99865c85019878ebecde41562351a6_1440w.jpg",,https://www.zhihu.com/pin/1975624172991448742?native=0&scene=pin_moments,,车展报道09： 腾势展出了N8L、D9、N9、Z9/Z9GT等车型。重点还是最新的N8L，主打安全之王和操控之王两个特征，力求在一众大三排新能源SUV中找到差异化。安全之王与操控之王共同落脚在易三方这个核心技术上，一旦能被普遍接受，那么将产生人无我有的优势，以科技重塑新豪华体验。D9即将迎来30万辆交付的里程碑。之前是新能源MPV的标杆，把gl8打了一个措手不及，如今新能源MPV来了很多强大的竞争,1763805542,1763805542,1,0,df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://picx.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_720w.jpg?source=8a6f5038&needBackground=1,zhangkangkang,,1766544652872
